customer_id,name,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust
508,Kathryn Patrick,18-25,Married,2,0,6,F,0.0,545,134.99,1.0,0.0,0,155368.79,1151
509,Kristina Hawkins,26-35,Single,1,0,3,F,-0.44,193,114.68,1.0,-219.78,3,57225.55,499
510,Nicholas Thomas,26-35,Single,2,1,1,M,-1.0,1019,86.01,1.03,-1634.66,56,141234.55,1684
511,Grant Thomas,46-55,Single,1,0,5,M,-0.14,377,105.48,1.01,-71.24,2,54956.13,527
512,Debra Buchanan,46-55,Single,1,0,3,F,-0.31,217,166.42,1.05,-82.99,3,44932.79,284
513,Tiffany Chen,70+,Married,2,0,4,F,-0.11,231,89.1,1.0,-35.62,2,27797.71,312
514,Christopher Cooke,26-35,Married,2,0,6,M,-0.04,379,144.69,1.0,-17.81,1,69163.7,478
515,Nicholas Werner,26-35,Married,2,0,4,M,-0.02,903,97.06,1.0,-53.43,2,251472.19,2591
516,Brandon Mckenzie,70+,Married,2,0,4,M,-0.79,235,138.27,1.0,-249.34,2,43415.58,314
517,Alyssa Swanson,26-35,Married,2,0,6,F,0.0,256,110.94,1.0,0.0,0,40935.73,369
518,Matthew Foster,56-70,Married,5,3,4,M,-0.9,633,79.35,1.0,-1111.68,7,97517.87,1229
519,John Cain,46-55,Married,2,0,5,M,-0.18,354,82.42,1.02,-142.48,7,65774.04,811
520,Casey Marsh,36-45,Married,2,0,6,F,-0.64,688,103.4,1.01,-693.69,26,112702.84,1105
521,Brittney Silva,56-70,Single,1,0,6,F,-0.07,448,90.11,1.06,-53.43,2,70646.71,834
522,Crystal Wheeler,46-55,Married,3,1,6,F,0.0,369,87.68,1.05,0.0,0,44718.54,533
523,Adriana Li,36-45,Single,3,1,5,F,-1.08,127,91.67,1.0,-262.68,16,22276.25,243
524,Dawn Brown,26-35,Single,1,0,5,F,-0.38,493,110.52,1.0,-274.8,9,80456.72,731
525,Jacob Reed,36-45,Married,3,1,9,M,-0.15,614,105.82,1.0,-171.69,4,122327.85,1156
526,Deborah Johnson,18-25,Married,2,0,2,F,-0.78,754,108.97,1.0,-737.32,18,103633.25,953
527,Ronald Castillo,36-45,Married,3,1,5,M,0.0,299,121.27,1.06,0.0,0,46566.02,406
528,Julie Murphy,46-55,Married,2,0,10,F,-0.72,1109,117.85,1.09,-1249.53,32,204122.66,1887
529,Joshua Ramos,18-25,Single,1,0,5,M,-1.95,250,67.5,1.0,-751.2,27,26055.99,386
530,Diane Chambers,46-55,Single,3,2,5,F,-0.25,831,126.42,1.0,-387.36,6,196458.65,1554
531,Cynthia Baker,36-45,Married,3,1,5,F,0.0,168,112.42,1.06,0.0,0,22484.32,212
532,Cindy Wood,56-70,Married,2,0,1,F,0.0,249,110.35,1.0,0.0,0,42595.66,386
533,Nathan Walls,36-45,Married,5,3,6,M,-0.06,983,137.23,1.0,-92.61,4,219300.47,1598
534,Tina Morales,26-35,Married,5,3,5,F,-0.17,177,113.49,1.08,-38.29,2,24968.18,238
535,Rachel Wood,36-45,Married,2,0,5,F,-0.08,693,79.22,1.06,-108.64,2,113521.47,1521
536,Ariana Pierce,46-55,Married,2,0,11,F,-0.8,441,136.71,1.0,-595.29,27,101712.02,747
537,Alyssa Mills,18-25,Single,1,0,5,F,-0.15,745,115.16,1.01,-178.1,5,133813.01,1175
538,Matthew Spears,46-55,Married,2,0,6,M,0.0,570,105.12,1.0,0.0,0,92291.63,878
539,Haley Anderson,46-55,Married,2,0,9,F,-0.05,214,76.5,1.0,-14.25,1,20808.28,273
540,Brittany Cummings,26-35,Married,4,2,4,F,-0.33,267,132.62,1.0,-106.86,2,43101.62,325
541,Jennifer Gray,26-35,Single,1,0,10,F,-0.04,523,173.78,1.08,-69.46,3,271093.03,1690
542,Kathleen Pratt,46-55,Single,1,0,6,F,0.0,89,94.38,1.0,0.0,0,9721.61,103
543,David Davis,26-35,Married,2,0,5,M,-0.26,510,121.83,1.0,-213.72,4,99411.04,816
544,Christopher Diaz,56-70,Single,1,0,4,M,-0.16,432,101.88,1.03,-145.45,6,91485.66,927
545,Shannon Williams,70+,Married,3,1,4,F,-0.01,445,100.54,1.0,-8.9,1,88475.16,880
546,Karen Roach,26-35,Single,1,0,5,F,-0.1,682,100.15,1.05,-135.35,4,136299.31,1425
547,Dustin Walker,46-55,Married,2,0,1,M,0.0,159,121.96,1.0,0.0,0,26953.01,221
548,Mark Hughes,46-55,Married,2,0,5,M,-0.05,267,90.29,1.0,-19.59,1,34038.93,377
549,Amber Olson,46-55,Single,1,0,2,F,-0.13,242,83.34,1.04,-35.62,1,23668.72,295
550,Sandra Peterson,36-45,Single,1,0,2,F,-0.71,687,103.13,1.0,-868.22,20,126741.56,1229
551,Mark Roberts,46-55,Single,1,0,6,M,-1.6,576,94.97,1.08,-1513.03,59,89558.63,1019
552,Timothy Holloway,70+,Married,2,0,4,M,-0.6,786,119.81,1.08,-651.47,23,129871.16,1171
553,Nicole Evans,36-45,Married,3,1,11,F,0.0,747,136.33,1.0,0.0,0,200818.57,1475
554,Spencer Snyder,26-35,Single,1,0,4,M,-0.36,453,64.0,1.04,-320.58,5,56380.02,916
555,Michael Campbell,46-55,Single,1,0,5,M,0.0,522,96.62,1.06,0.0,0,102221.05,1125
556,Tina Hubbard,46-55,Single,1,0,5,F,-3.45,340,122.19,1.03,-1919.14,65,68062.56,574
557,Christopher Griffith,26-35,Single,3,2,4,M,-0.02,742,86.91,1.01,-35.62,1,129411.09,1499
558,Kathy Lopez,36-45,Single,2,1,5,F,-0.74,259,98.27,1.11,-252.46,4,33510.0,377
559,Tabitha Maynard,36-45,Married,2,0,6,F,-0.09,649,71.19,1.0,-133.57,8,101665.5,1428
560,George Church Jr.,46-55,Married,2,0,5,M,-0.43,657,97.41,1.03,-408.72,13,92344.92,975
561,Eric Jones,36-45,Married,2,0,4,M,-0.27,684,127.42,1.1,-284.96,7,134681.94,1162
562,James Gomez,46-55,Single,1,0,9,M,0.0,122,83.64,1.0,0.0,0,12378.21,148
563,Joshua Obrien,26-35,Single,1,0,2,M,0.0,268,115.48,1.03,0.0,0,42958.84,382
564,Kimberly Brock,36-45,Married,2,0,7,F,-0.54,438,120.23,1.08,-411.41,18,91252.32,817
565,Hayley Jones,26-35,Married,3,1,9,F,-1.81,924,106.25,1.0,-3453.35,45,202715.62,1908
566,Alison Garcia,26-35,Married,4,2,5,F,-2.21,991,102.65,1.07,-5873.98,219,272420.99,2830
567,Christine Medina,18-25,Single,1,0,3,F,-0.2,696,105.57,1.0,-262.7,11,135346.15,1282
568,Peter Rios,56-70,Single,1,0,4,M,-0.05,419,99.35,1.0,-35.62,1,73918.95,747
569,Cynthia Anderson MD,46-55,Single,1,0,9,F,-0.02,457,130.25,1.06,-17.81,1,138850.84,1129
570,Amber Foster,46-55,Single,1,0,4,F,-0.49,955,99.13,1.02,-644.71,24,129663.22,1337
571,Hannah Rodriguez,56-70,Married,2,0,8,F,-0.02,662,114.21,1.1,-19.59,1,126999.48,1225
572,Carolyn Martin,36-45,Married,2,0,4,F,-0.04,1145,104.44,1.1,-106.5,2,249094.2,2627
573,Elizabeth Jones,36-45,Single,1,0,4,F,-0.06,482,86.97,1.0,-35.62,1,54183.06,624
574,Steven Scott,36-45,Single,1,0,4,M,-0.13,302,136.96,1.0,-53.43,2,57387.68,419
575,Renee Cherry,56-70,Married,2,0,1,F,-0.08,275,93.05,1.14,-83.7,5,96118.37,1173
576,Martin Lee,26-35,Single,1,0,5,M,0.0,242,89.75,1.0,0.0,0,32308.98,360
577,Lisa Barker,46-55,Married,3,1,7,F,-0.3,602,96.25,1.04,-287.57,7,93264.06,1010
578,Brad Leblanc,46-55,Married,2,0,6,M,-0.49,1489,111.88,1.1,-1129.69,45,258554.78,2541
579,Charles Gray,26-35,Married,2,0,8,M,-0.09,384,101.21,1.03,-53.43,2,63154.69,641
580,Jeffrey Henderson,26-35,Married,3,1,6,M,-0.1,183,116.73,1.01,-29.68,1,35370.69,307
581,Joseph Mason DDS,46-55,Single,1,0,2,M,0.0,102,60.7,1.0,0.0,0,14204.24,234
582,Joseph May,70+,Married,2,0,4,M,0.0,401,90.17,1.05,0.0,0,45627.33,532
583,William Cooper,36-45,Single,1,0,2,M,-0.29,635,74.46,1.0,-322.0,10,81977.89,1101
584,Karen Brown,46-55,Single,1,0,4,F,-0.35,295,68.93,1.0,-163.5,1,31912.34,465
585,April Valencia,46-55,Married,5,3,4,F,-0.52,534,95.59,1.01,-441.34,9,81155.53,861
586,Dr. Steven Johnson MD,46-55,Single,1,0,4,M,-1.94,354,118.08,1.05,-975.26,13,59273.83,528
587,Courtney Watkins,26-35,Married,2,0,4,F,-0.49,368,110.72,1.1,-236.87,7,53700.43,532
588,Mitchell Wyatt,46-55,Married,2,0,5,M,0.0,257,117.11,1.0,0.0,0,52467.42,448
589,Erica Munoz,56-70,Single,1,0,4,F,0.0,77,89.8,1.0,0.0,0,12661.71,141
590,Regina David,36-45,Married,2,0,1,F,-0.04,552,91.03,1.11,-55.21,3,116881.96,1427
591,Gloria Sexton,26-35,Married,5,3,7,F,-0.49,288,100.99,1.0,-147.82,6,30699.57,304
592,Steven Alvarez,70+,Married,2,0,4,M,-0.07,578,95.61,1.04,-55.21,2,71321.88,775
593,Kimberly Hodge,46-55,Single,2,1,3,F,-0.18,650,68.68,1.04,-233.3,7,88533.59,1342
594,Kelly Doyle,46-55,Single,1,0,10,F,-0.98,574,111.42,1.01,-961.73,31,109187.26,991
595,Crystal Yang,18-25,Married,2,0,2,F,-0.14,734,100.11,1.0,-162.07,5,119533.46,1194
596,Tiffany Jones,46-55,Single,1,0,1,F,-0.32,1454,75.91,1.01,-852.8,29,200179.32,2659
597,Alexandra Richardson,26-35,Single,1,0,5,F,0.0,192,78.43,1.24,0.0,0,18667.11,296
598,Vincent Powell,70+,Married,2,0,6,M,-2.07,872,103.32,1.01,-2744.39,96,137102.95,1338
599,Jenny Howard,36-45,Single,1,0,3,F,0.0,303,117.95,1.0,0.0,0,50130.63,425
600,Elizabeth Hobbs,46-55,Married,2,0,6,F,-0.07,529,66.26,1.0,-80.15,4,71958.6,1091
601,Alan Beard,70+,Married,2,0,6,M,-0.1,230,95.1,1.0,-35.62,1,33474.47,352
602,Ricky Smith DDS,18-25,Married,2,0,11,M,0.0,351,117.11,1.04,0.0,0,49771.22,441
603,Amanda Cook,36-45,Single,1,0,3,F,-0.13,776,86.79,1.0,-199.46,11,128970.14,1486
604,Omar Crosby,46-55,Married,2,0,1,M,-0.14,562,83.92,1.03,-136.24,4,79051.04,967
605,Eddie Simmons,36-45,Married,3,1,2,M,-0.06,272,100.01,1.17,-19.59,1,34804.11,407
606,Kimberly Conley,18-25,Single,1,0,1,F,-0.06,460,74.93,1.0,-35.62,1,46457.67,620
607,Thomas Daniels,70+,Single,1,0,4,M,-0.95,250,84.21,1.01,-572.05,22,50945.69,609
608,Samantha Collier,26-35,Married,2,0,5,F,-0.8,588,86.75,1.08,-888.32,34,96815.64,1209
609,Jasmine Flores,26-35,Married,2,0,1,F,-0.08,385,89.1,1.02,-44.52,1,49184.49,561
610,Deborah Ayala,46-55,Single,1,0,5,F,-0.03,382,79.48,1.0,-13.36,1,38787.34,488
611,Michael Taylor,36-45,Married,3,1,4,M,-0.3,497,106.51,1.0,-215.5,8,76263.55,716
612,Michael Cohen,18-25,Single,1,0,1,M,0.0,570,74.19,1.01,0.0,0,76412.51,1041
613,Christopher Hobbs,46-55,Married,2,0,5,M,-0.08,679,104.94,1.15,-105.08,5,143555.16,1577
614,Annette Murray,36-45,Single,1,0,6,F,-0.05,554,85.56,1.02,-49.27,2,82480.33,982
615,Michele Malone,36-45,Married,5,3,8,F,0.0,242,134.29,1.0,0.0,0,57342.02,427
616,Joann Buchanan,46-55,Single,2,1,7,F,-0.07,548,122.78,1.0,-53.43,1,94296.18,768
617,Madeline Gonzalez,56-70,Married,2,0,3,F,-0.05,256,83.52,1.0,-19.59,1,34157.68,410
618,Susan French,26-35,Married,2,0,4,F,-0.34,316,102.95,1.0,-135.36,5,41282.86,401
619,James Peterson,36-45,Single,2,1,4,M,-0.13,996,96.89,1.0,-258.24,6,196878.97,2032
620,Melissa Barajas,26-35,Married,3,1,4,F,0.0,545,105.45,1.0,0.0,0,78873.61,748
621,Michael Sanders,36-45,Married,2,0,5,M,-0.39,548,111.91,1.0,-391.64,14,111686.15,1001
622,Jennifer Cruz,36-45,Married,4,2,5,F,-0.01,1125,110.54,1.01,-17.81,1,245076.25,2236
623,Kristin Ward,46-55,Married,4,2,8,F,0.0,239,106.05,1.13,0.0,0,75509.0,804
624,Jose Gordon,26-35,Married,5,3,11,M,-0.13,562,115.62,1.0,-108.64,3,93656.14,814
625,Susan Humphrey,18-25,Married,2,0,4,F,0.0,394,125.07,1.0,0.0,0,58906.56,471
626,Zachary Howard,36-45,Single,2,1,4,M,-2.0,1451,93.27,1.01,-5655.2,171,264033.32,2866
627,Martin Saunders,46-55,Married,4,2,4,M,-1.11,1124,94.29,1.07,-3807.38,128,323317.55,3683
628,Christopher Smith,46-55,Married,3,1,4,M,-1.13,572,96.96,1.0,-865.54,36,74269.49,766
629,Jessica Silva DDS,36-45,Married,2,0,11,F,-0.48,184,133.44,1.0,-96.18,3,26820.66,201
630,Zachary Reynolds,26-35,Single,1,0,4,M,0.0,237,110.15,1.0,0.0,0,44061.96,400
631,Daniel Dudley,26-35,Married,2,0,5,M,-0.05,352,105.48,1.0,-19.59,1,44195.03,419
632,Michael Wilson,46-55,Married,2,0,6,M,-2.58,842,103.43,1.08,-3639.12,143,145942.91,1525
633,Victoria Pollard,26-35,Married,5,3,4,F,-0.18,789,93.28,1.01,-168.3,4,89358.24,969
634,Jonathan Riley DDS,56-70,Married,5,3,5,M,-0.54,418,96.14,1.0,-336.6,12,59797.25,622
635,Michelle Bradford,46-55,Single,2,1,7,F,-0.12,274,125.65,1.0,-35.62,1,38824.74,309
636,Christopher Robinson,56-70,Married,2,0,3,M,-2.56,232,106.4,1.01,-979.55,11,40749.64,385
637,Brandon Jones,46-55,Single,1,0,6,M,-0.04,587,100.91,1.0,-44.52,2,114635.43,1136
638,Courtney Kelly,36-45,Single,1,0,4,F,-0.4,1048,99.13,1.03,-680.86,22,168912.76,1757
639,Kathryn Robles,46-55,Married,2,0,7,F,-0.25,354,97.38,1.0,-113.09,3,43723.53,449
640,Mr. Adrian Mitchell,46-55,Single,1,0,4,M,-0.09,388,84.91,1.01,-89.04,4,83556.33,996
641,Ashley Austin,46-55,Single,1,0,5,F,-0.63,324,104.01,1.0,-330.68,18,54811.98,527
642,Peter English,36-45,Single,1,0,3,M,-0.08,395,104.17,1.0,-44.52,1,55733.45,535
643,Richard Walters,26-35,Single,1,0,2,M,0.0,281,112.55,1.17,0.0,0,58186.59,605
644,Shelly Vargas,26-35,Married,3,1,9,F,-0.07,272,72.3,1.0,-44.52,3,46631.68,645
645,Rebecca James,18-25,Married,2,0,6,F,0.0,358,75.54,1.0,0.0,0,35351.19,469
646,Doris Harris,18-25,Married,2,0,4,F,0.0,313,75.59,1.1,0.0,0,34468.31,501
647,Cassandra Benson,56-70,Married,2,0,1,F,-0.42,382,105.66,1.1,-215.5,7,54839.83,570
648,Theresa Morris,36-45,Married,5,3,4,F,-0.04,461,84.46,1.05,-19.59,1,47041.67,586
649,Diana Williams,46-55,Married,4,2,2,F,-0.23,816,95.31,1.02,-236.52,10,96068.62,1024
650,Frank Ford,46-55,Single,1,0,5,M,-0.29,456,80.26,1.0,-309.89,15,86362.67,1080
651,Martha Jackson,46-55,Single,2,1,4,F,0.0,327,125.57,1.01,0.0,0,50980.95,410
652,Diana Baker,70+,Married,2,0,4,F,-0.26,567,87.17,1.0,-211.75,9,72006.39,826
653,Phillip Williams,46-55,Married,5,3,4,M,-0.74,253,113.9,1.03,-258.77,9,39863.27,360
654,Erica Bowers,46-55,Married,2,0,5,F,0.0,206,119.23,1.0,0.0,0,28853.33,242
655,Janet Ramos,46-55,Married,2,0,3,F,-0.08,968,107.24,1.0,-131.44,2,180593.28,1692
656,Connor Bradford,36-45,Married,5,3,5,M,-0.27,328,99.77,1.0,-124.67,2,46594.0,467
657,Robert Reyes,26-35,Married,4,2,1,M,-0.75,734,108.96,1.02,-1037.77,36,150359.22,1403
658,Diane Kent,46-55,Married,4,2,2,F,-0.06,614,80.16,1.0,-51.95,2,69581.0,868
659,Timothy Casey,26-35,Single,1,0,3,M,-0.26,681,100.52,1.13,-562.44,22,213800.89,2399
660,Maureen Robertson,36-45,Married,2,0,6,F,0.0,483,99.22,1.11,0.0,0,84335.94,940
661,Gary Moore,26-35,Single,2,1,8,M,-0.49,426,126.28,1.01,-285.4,8,73875.36,589
662,Dawn Galloway,26-35,Married,2,0,5,F,0.0,91,116.63,1.07,0.0,0,12829.01,118
663,Tina Mckee,56-70,Single,1,0,1,F,0.0,320,60.09,1.0,0.0,0,33169.78,552
664,Cheryl Rodriguez,26-35,Married,5,3,3,F,-0.24,599,126.76,1.0,-222.63,8,119664.5,944
665,James Johnson,26-35,Single,1,0,7,M,-0.29,565,113.32,1.0,-382.91,5,150832.0,1331
666,Tamara Hernandez,26-35,Single,1,0,4,F,-0.02,956,88.53,1.0,-35.62,1,132090.15,1492
667,Kelli Larson,26-35,Married,2,0,6,F,-0.12,834,74.91,1.01,-175.13,7,112066.97,1512
668,Steven Baker,26-35,Married,2,0,1,M,-0.02,636,83.88,1.12,-19.59,1,81361.82,1082
669,Brian Smith,46-55,Single,2,1,3,M,0.0,442,111.0,1.05,0.0,0,75256.96,713
670,Jesus Miranda,26-35,Married,2,0,5,M,-0.78,175,107.02,1.0,-170.98,5,23438.31,219
671,Lindsay Hernandez DDS,70+,Married,2,0,4,F,-0.66,225,110.87,1.12,-201.26,9,34038.04,343
672,Sandra Bailey,26-35,Married,2,0,5,F,0.0,448,76.59,1.18,0.0,0,52844.81,817
673,Katelyn Rose,46-55,Single,2,1,4,F,-0.07,392,101.18,1.01,-35.62,1,50590.02,506
674,Benjamin Smith MD,56-70,Married,2,0,7,M,0.0,259,94.62,1.01,0.0,0,55162.87,591
675,Nicholas Harper,26-35,Married,2,0,5,M,0.0,199,89.9,1.01,0.0,0,29037.59,325
676,Tiffany Hall,46-55,Married,2,0,5,F,0.0,589,116.33,1.0,0.0,0,121684.75,1046
677,Amanda Robertson,36-45,Single,1,0,5,F,-0.03,322,96.53,1.0,-44.52,1,124625.38,1291
678,Dana Thomas,46-55,Married,5,3,3,F,-0.06,500,89.47,1.0,-55.21,2,79184.72,889
679,Mason Jenkins,36-45,Single,2,1,4,M,0.0,469,112.11,1.0,0.0,0,153370.43,1368
680,Steven Quinn,26-35,Single,1,0,5,M,0.0,553,103.05,1.01,0.0,0,85221.47,834
681,Diana Cooper,70+,Married,2,0,2,F,-0.26,245,80.7,1.0,-119.33,2,36962.32,458
682,Richard Hernandez,56-70,Single,1,0,4,M,-1.04,529,102.49,1.0,-768.15,30,75845.95,740
683,Jason King,36-45,Single,1,0,4,M,-0.11,747,96.32,1.0,-115.76,3,102962.41,1069
684,Michael Bryant,36-45,Married,2,0,3,M,-0.81,391,81.81,1.0,-687.99,16,69129.66,845
685,Philip Moore,36-45,Married,5,3,8,M,-0.04,346,91.68,1.04,-17.81,1,37314.36,422
686,Jessica Rubio,26-35,Married,2,0,4,F,-0.05,355,111.84,1.0,-26.71,1,56031.01,501
687,Anna Young,36-45,Married,2,0,5,F,-0.15,638,90.65,1.12,-146.04,5,86384.86,1068
688,Carol Lambert,18-25,Single,2,1,1,F,-0.09,452,68.15,1.0,-56.99,2,41710.75,612
689,Chelsea Chan,70+,Single,1,0,4,F,0.0,534,65.59,1.0,0.0,0,60082.37,917
690,Gary Cruz,26-35,Married,2,0,5,M,-0.1,373,102.37,1.04,-55.21,2,54666.75,557
691,Charles Barnes,46-55,Married,4,2,4,M,-0.09,712,103.09,1.02,-120.51,4,136494.81,1348
692,Rebekah Sanchez,18-25,Single,1,0,5,F,-0.44,213,100.52,1.02,-117.54,6,26738.95,271
693,Bryan Schultz,26-35,Single,2,1,4,M,-0.11,255,131.04,1.0,-35.62,1,44421.42,339
694,Kara Davis,26-35,Married,3,1,8,F,-0.21,679,98.81,1.16,-229.74,11,110662.8,1297
695,Jesus Christensen,56-70,Married,2,0,6,M,-0.27,1028,118.96,1.0,-479.08,25,208425.62,1755
696,Alan Martinez,46-55,Single,1,0,4,M,0.0,297,58.15,1.01,0.0,0,34250.6,593
697,Tiffany Rosales,36-45,Single,1,0,3,F,-0.21,176,127.11,1.0,-47.19,3,28599.08,225
698,Lauren Moody,26-35,Married,3,1,4,F,-0.03,277,87.35,1.0,-17.81,1,51798.23,593
699,Desiree Johnson,36-45,Married,2,0,3,F,-0.03,830,88.57,1.04,-35.62,1,102567.0,1207
700,Nancy Rose,36-45,Married,3,1,11,F,-0.47,475,88.45,1.08,-280.8,8,52981.27,647
701,Derrick Cox DVM,56-70,Married,2,0,4,M,0.0,147,64.82,1.01,0.0,0,26901.54,420
702,Justin Navarro,46-55,Single,1,0,5,M,-0.03,396,87.51,1.03,-17.81,1,46553.03,546
703,Mary Davis,46-55,Married,2,0,6,F,-0.06,587,112.37,1.18,-54.85,2,106076.88,1110
704,Veronica Johnson,46-55,Married,5,3,6,F,-0.38,689,101.25,1.01,-362.43,12,97601.59,969
705,Kelly Ross,36-45,Single,1,0,4,M,-0.03,780,131.26,1.09,-35.62,1,152134.06,1258
706,Rebecca Fowler,56-70,Single,1,0,4,F,-1.81,739,96.58,1.05,-3284.92,115,175388.58,1903
707,Nancy Nichols,18-25,Single,2,1,5,F,-0.19,305,119.5,1.0,-68.86,3,43618.18,365
708,Rachel Burke,36-45,Married,3,1,5,F,-0.1,692,100.77,1.08,-124.67,3,124646.34,1336
709,Dylan Rodriguez,70+,Married,2,0,3,M,-0.05,504,111.81,1.0,-35.61,2,87096.93,779
710,Amy Vega,36-45,Married,2,0,6,F,-10.93,472,184.86,1.0,-6370.77,118,107773.53,583
711,Jonathan Williams,26-35,Single,1,0,9,M,-0.03,1250,85.77,1.0,-113.0,3,357911.09,4173
712,Melissa Cruz,46-55,Married,3,1,5,F,-1.01,554,111.9,1.01,-774.44,47,85824.73,775
713,Paul Atkinson,46-55,Married,3,1,5,M,-0.08,349,98.38,1.0,-41.22,3,52045.25,530
714,Aaron Cline,46-55,Single,1,0,3,M,-0.12,507,108.52,1.06,-89.05,1,80844.19,788
715,Anthony Murphy,36-45,Married,2,0,9,M,-0.27,462,89.92,1.01,-171.86,9,57820.55,647
716,Samantha Owen,36-45,Single,4,2,1,F,-0.09,368,98.44,1.01,-44.52,1,46364.86,475
717,Jennifer Herrera,36-45,Single,1,0,2,F,-0.35,434,96.66,1.0,-181.66,5,50652.44,524
718,Ashley Acosta,36-45,Married,2,0,11,F,-0.06,266,79.15,1.02,-26.71,1,36804.45,472
719,Kari Smith,56-70,Married,2,0,2,F,-0.15,377,139.67,1.0,-89.05,3,82544.52,591
720,Ryan Peters,18-25,Married,2,0,6,M,-0.05,425,77.9,1.0,-26.71,2,44950.41,577
721,Sharon Mercado,26-35,Married,2,0,5,F,0.0,150,101.94,1.01,0.0,0,16105.89,160
722,Jason Allison,26-35,Single,1,0,4,M,-0.09,370,107.05,1.0,-44.52,1,54169.35,506
723,Jacob Ramos,46-55,Single,2,1,3,M,-0.49,233,111.76,1.0,-133.57,2,30399.81,272
724,Jacob Hines,26-35,Married,3,1,6,M,-0.14,488,92.06,1.01,-89.05,1,56709.17,621
725,Patricia Lamb,56-70,Married,3,1,3,F,-0.86,1011,94.42,1.0,-1155.86,26,127371.68,1350
726,Robert Mercer,46-55,Single,3,1,5,M,-0.13,393,91.73,1.0,-71.24,3,48890.55,533
727,Amy Kennedy,46-55,Single,1,0,5,F,-0.07,371,92.02,1.0,-35.62,1,45823.85,498
728,Sarah Richards,46-55,Married,5,3,9,F,0.0,160,91.04,1.02,0.0,0,17389.29,194
729,Terry Smith,46-55,Single,1,0,3,M,-0.45,725,107.27,1.0,-434.21,6,103514.3,965
730,Kristen Andrews,26-35,Single,1,0,4,F,-0.16,222,106.41,1.0,-41.86,2,28198.48,265
731,Mary Mcclure,70+,Single,1,0,4,F,0.0,111,126.15,1.02,0.0,0,41378.18,334
732,Valerie Russell,36-45,Married,2,0,2,F,0.0,266,94.43,1.0,0.0,0,75261.24,797
733,Jacob Bailey,70+,Single,1,0,4,M,-0.45,575,134.25,1.0,-567.24,10,169155.74,1260
734,Misty Mason,36-45,Married,2,0,5,F,0.0,158,81.19,1.0,0.0,0,15425.81,190
735,Jeffery Perkins,46-55,Married,2,0,5,M,-0.37,948,115.96,1.06,-860.18,29,272030.9,2476
736,Elizabeth Daugherty,56-70,Married,2,0,4,F,-0.13,493,106.54,1.0,-89.05,1,72873.69,684
737,Elijah Vasquez,36-45,Single,4,3,4,M,-0.81,688,87.17,1.02,-1308.58,57,140174.48,1637
738,Christopher Howard,46-55,Single,1,0,1,M,0.0,261,129.45,1.0,0.0,0,51261.16,396
739,Erik Norris,36-45,Married,5,3,7,M,0.0,180,90.46,1.0,0.0,0,24786.19,274
740,Douglas Martin,46-55,Married,2,0,4,M,-0.04,425,88.39,1.0,-35.62,2,70708.9,800
741,Yvonne Peterson,18-25,Single,1,0,3,F,0.0,406,130.87,1.0,0.0,0,75512.23,577
742,Melissa Bailey,46-55,Married,2,0,2,F,-0.11,418,81.24,1.02,-75.69,3,54429.55,684
743,Cathy Davis,46-55,Married,2,0,2,F,-0.04,523,102.27,1.07,-39.18,2,90104.05,939
744,Kimberly Turner,70+,Single,1,0,4,F,0.0,599,77.34,1.01,0.0,0,77029.5,1004
745,Holly Robinson MD,36-45,Single,1,0,1,F,-0.07,724,107.42,1.08,-64.12,3,104413.19,1049
746,Jamie Jensen,26-35,Single,1,0,2,F,0.0,387,111.44,1.0,0.0,0,90151.59,809
747,Tyler Payne,26-35,Single,1,0,5,M,0.0,204,123.39,1.04,0.0,0,32575.83,274
748,Heather Reed,46-55,Married,3,1,8,F,-4.25,1351,105.32,1.11,-9978.66,345,247401.42,2604
749,Laura Hart,36-45,Married,4,2,5,F,-0.11,747,111.81,1.03,-126.45,4,131715.45,1216
750,Christopher Pena,18-25,Married,2,0,2,M,-0.11,549,96.67,1.0,-142.47,5,121128.2,1255
751,Laura Clark,26-35,Single,1,0,5,F,-0.02,540,137.1,1.0,-10.69,1,91585.37,668
752,Eric Riddle,26-35,Married,5,3,1,M,0.0,447,77.0,1.0,0.0,0,44891.67,583
753,Kyle Gonzalez,26-35,Married,2,0,5,M,-0.2,504,121.8,1.12,-222.61,10,132393.74,1218
754,Jenny Hernandez,46-55,Single,1,0,2,F,-0.32,539,115.13,1.06,-281.04,5,99705.4,922
755,Tina Warren,36-45,Married,2,0,5,F,-0.74,869,111.18,1.03,-1000.2,12,150320.47,1397
756,Cheryl Mitchell,56-70,Married,2,0,7,F,0.0,552,90.39,1.1,0.0,0,77460.73,946
757,Eric Washington,46-55,Married,4,2,5,M,-0.37,526,85.89,1.01,-240.43,10,55745.61,654
758,Valerie Moreno,70+,Single,1,0,4,F,0.0,363,88.68,1.03,0.0,0,42210.37,489
759,John Watson,46-55,Married,2,0,6,M,0.0,141,108.3,1.01,0.0,0,16677.6,155
760,Taylor Potter,46-55,Married,5,3,5,F,-0.04,589,127.55,1.03,-29.38,2,91327.67,739
761,Sarah Smith,36-45,Single,1,0,4,F,-0.41,404,88.25,1.0,-277.48,1,60187.29,682
